Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Trees|223|MODERATE (46 - 270 grains)|71.5|05/08/2019
Weeds|31|MODERATE (31 - 120 grains)|9.9|05/08/2019
Grasses|110|HIGH (61 - 600 grains)|35.3|05/09/2019
Trees|144|MODERATE (46 - 270 grains)|46.2|05/09/2019
Weeds|14|LOW (0 - 30 grains)|4.5|05/09/2019
Grasses|90|HIGH (61 - 600 grains)|28.8|05/10/2019
Trees|55|MODERATE (46 - 270 grains)|17.6|05/10/2019
Weeds|58|MODERATE (31 - 120 grains)|18.6|05/10/2019
Grasses|51|MODERATE (16 - 60 grains)|16.3|05/13/2019
Trees|27|LOW (0 - 45 grains)|8.7|05/13/2019
Weeds|34|MODERATE (31 - 120 grains)|10.9|05/13/2019
Grasses|201|HIGH (61 - 600 grains)|64.4|05/17/2019
Trees|38|LOW (0 - 45 grains)|12.2|05/17/2019
Weeds|20|LOW (0 - 30 grains)|6.4|05/17/2019
Grasses|72|HIGH (61 - 600 grains)|23.1|05/20/2019
Trees|39|LOW (0 - 45 grains)|12.5|05/20/2019
Weeds|17|LOW (0 - 30 grains)|5.4|05/20/2019
Grasses|90|HIGH (61 - 600 grains)|28.8|05/21/2019
Trees|41|LOW (0 - 45 grains)|13.1|05/21/2019
Weeds|38|MODERATE (31 - 120 grains)|12.2|05/21/2019
Grasses|136|HIGH (61 - 600 grains)|43.6|05/22/2019
Trees|117|MODERATE (46 - 270 grains)|37.5|05/22/2019
Weeds|26|LOW (0 - 30 grains)|8.3|05/22/2019
Grasses|61|HIGH (61 - 600 grains)|19.6|05/23/2019
Trees|35|LOW (0 - 45 grains)|11.2|05/23/2019
Weeds|14|LOW (0 - 30 grains)|4.5|05/23/2019
Grasses|69|HIGH (61 - 600 grains)|22.1|05/24/2019
Trees|38|LOW (0 - 45 grains)|12.2|05/24/2019
Weeds|22|LOW (0 - 30 grains)|7.1|05/24/2019
Grasses|101|HIGH (61 - 600 grains)|32.4|05/28/2019
Trees|71|MODERATE (46 - 270 grains)|22.8|05/28/2019
Weeds|46|MODERATE (31 - 120 grains)|14.7|05/28/2019
Grasses|69|HIGH (61 - 600 grains)|22.1|05/29/2019
Trees|16|LOW (0 - 45 grains)|5.1|05/29/2019
Weeds|10|LOW (0 - 30 grains)|3.2|05/29/2019
Grasses|95|HIGH (61 - 600 grains)|30.4|05/30/2019
Trees|82|MODERATE (46 - 270 grains)|26.3|05/30/2019
Weeds|65|MODERATE (31 - 120 grains)|20.8|05/30/2019
Grasses|101|HIGH (61 - 600 grains)|32.4|05/31/2019
Trees|34|LOW (0 - 45 grains)|10.9|05/31/2019
Weeds|28|LOW (0 - 30 grains)|9.0|05/31/2019
Grasses|53|MODERATE (16 - 60 grains)|17.0|06/03/2019
Trees|11|LOW (0 - 45 grains)|3.5|06/03/2019
Weeds|17|LOW (0 - 30 grains)|5.4|06/03/2019
Grasses|60|MODERATE (16 - 60 grains)|19.2|06/04/2019
Trees|24|LOW (0 - 45 grains)|7.7|06/04/2019
Weeds|20|LOW (0 - 30 grains)|6.4|06/04/2019
Grasses|26|MODERATE (16 - 60 grains)|8.3|06/06/2019
Trees|11|LOW (0 - 45 grains)|3.5|06/06/2019
Weeds|9|LOW (0 - 30 grains)|2.9|06/06/2019
Grasses|15|LOW (0 - 15 grains)|4.8|06/07/2019
Trees|3|LOW (0 - 45 grains)|1.0|06/07/2019
Weeds|9|LOW (0 - 30 grains)|2.9|06/07/2019
Grasses|6|LOW (0 - 15 grains)|1.9|06/10/2019
Trees|3|LOW (0 - 45 grains)|1.0|06/10/2019
Weeds|4|LOW (0 - 30 grains)|1.3|06/10/2019
Grasses|4|LOW (0 - 15 grains)|1.3|06/11/2019
Trees|7|LOW (0 - 45 grains)|2.2|06/11/2019
Weeds|9|LOW (0 - 30 grains)|2.9|06/11/2019
Grasses|23|MODERATE (16 - 60 grains)|7.4|06/12/2019
Trees|10|LOW (0 - 45 grains)|3.2|06/12/2019
Weeds|8|LOW (0 - 30 grains)|2.6|06/12/2019
Grasses|4|LOW (0 - 15 grains)|1.3|06/13/2019
Trees|11|LOW (0 - 45 grains)|3.5|06/13/2019
Weeds|3|LOW (0 - 30 grains)|1.0|06/13/2019
Grasses|13|LOW (0 - 15 grains)|4.2|06/14/2019
Trees|29|LOW (0 - 45 grains)|9.3|06/14/2019
Weeds|7|LOW (0 - 30 grains)|2.2|06/14/2019
Grasses|3|LOW (0 - 15 grains)|1.0|06/17/2019
Trees|5|LOW (0 - 45 grains)|1.6|06/17/2019
Weeds|4|LOW (0 - 30 grains)|1.3|06/17/2019
Grasses|15|LOW (0 - 15 grains)|4.8|06/18/2019
Trees|7|LOW (0 - 45 grains)|2.2|06/18/2019
Weeds|3|LOW (0 - 30 grains)|1.0|06/18/2019
Grasses|5|LOW (0 - 15 grains)|1.6|06/19/2019
Trees|14|LOW (0 - 45 grains)|4.5|06/19/2019
Weeds|1|LOW (0 - 30 grains)|0.3|06/19/2019
Grasses|18|MODERATE (16 - 60 grains)|5.8|06/20/2019
Trees|13|LOW (0 - 45 grains)|4.2|06/20/2019
Weeds|8|LOW (0 - 30 grains)|2.6|06/20/2019
Grasses|24|MODERATE (16 - 60 grains)|7.7|06/21/2019
Trees|16|LOW (0 - 45 grains)|5.1|06/21/2019
Weeds|0|LOW (0 - 30 grains)|0.0|06/21/2019
Grasses|3|LOW (0 - 15 grains)|1.0|06/24/2019
Trees|5|LOW (0 - 45 grains)|1.6|06/24/2019
Weeds|0|LOW (0 - 30 grains)|0.0|06/24/2019
Grasses|27|MODERATE (16 - 60 grains)|8.7|06/25/2019
Trees|18|LOW (0 - 45 grains)|5.8|06/25/2019
Weeds|15|LOW (0 - 30 grains)|4.8|06/25/2019
Grasses|30|MODERATE (16 - 60 grains)|9.6|06/26/2019
Trees|12|LOW (0 - 45 grains)|3.8|06/26/2019
Weeds|26|LOW (0 - 30 grains)|8.3|06/26/2019
Grasses|21|MODERATE (16 - 60 grains)|6.7|06/27/2019
Trees|3|LOW (0 - 45 grains)|1.0|06/27/2019
Weeds|18|LOW (0 - 30 grains)|5.8|06/27/2019
Grasses|27|MODERATE (16 - 60 grains)|8.7|06/28/2019
Trees|0|LOW (0 - 45 grains)|0.0|06/28/2019
Weeds|5|LOW (0 - 30 grains)|1.6|06/28/2019
Grasses|37|MODERATE (16 - 60 grains)|11.9|07/01/2019
Trees|4|LOW (0 - 45 grains)|1.3|07/01/2019
Weeds|17|LOW (0 - 30 grains)|5.4|07/01/2019
Grasses|27|MODERATE (16 - 60 grains)|8.7|07/02/2019
Trees|1|LOW (0 - 45 grains)|0.3|07/02/2019
Weeds|4|LOW (0 - 30 grains)|1.3|07/02/2019
Grasses|25|MODERATE (16 - 60 grains)|8.0|07/03/2019
Trees|3|LOW (0 - 45 grains)|1.0|07/03/2019
Weeds|21|LOW (0 - 30 grains)|6.7|07/03/2019
Grasses|151|HIGH (61 - 600 grains)|48.4|07/05/2019
Trees|3|LOW (0 - 45 grains)|1.0|07/05/2019
Weeds|20|LOW (0 - 30 grains)|6.4|07/05/2019
Grasses|17|MODERATE (16 - 60 grains)|5.4|07/08/2019
Trees|7|LOW (0 - 45 grains)|2.2|07/08/2019
Weeds|0|LOW (0 - 30 grains)|0.0|07/08/2019
Grasses|9|LOW (0 - 15 grains)|2.9|07/09/2019
Trees|4|LOW (0 - 45 grains)|1.3|07/09/2019
Weeds|5|LOW (0 - 30 grains)|1.6|07/09/2019
Grasses|5|LOW (0 - 15 grains)|1.6|07/10/2019
Trees|2|LOW (0 - 45 grains)|0.6|07/10/2019
Weeds|7|LOW (0 - 30 grains)|2.2|07/10/2019
Grasses|9|LOW (0 - 15 grains)|2.9|07/11/2019
Trees|5|LOW (0 - 45 grains)|1.6|07/11/2019
Weeds|2|LOW (0 - 30 grains)|0.6|07/11/2019
Grasses|3|LOW (0 - 15 grains)|1.0|07/12/2019
Trees|6|LOW (0 - 45 grains)|1.9|07/12/2019
Weeds|7|LOW (0 - 30 grains)|2.2|07/12/2019
Grasses|28|MODERATE (16 - 60 grains)|9.0|07/15/2019
Trees|9|LOW (0 - 45 grains)|2.9|07/15/2019
Weeds|11|LOW (0 - 30 grains)|3.5|07/15/2019
Grasses|7|LOW (0 - 15 grains)|2.2|07/16/2019
Trees|3|LOW (0 - 45 grains)|1.0|07/16/2019
Weeds|4|LOW (0 - 30 grains)|1.3|07/16/2019
Grasses|12|LOW (0 - 15 grains)|3.8|07/17/2019
Trees|1|LOW (0 - 45 grains)|0.3|07/17/2019
Weeds|4|LOW (0 - 30 grains)|1.3|07/17/2019
Grasses|16|MODERATE (16 - 60 grains)|5.1|07/18/2019
Trees|5|LOW (0 - 45 grains)|1.6|07/18/2019
Weeds|4|LOW (0 - 30 grains)|1.3|07/18/2019
Grasses|5|LOW (0 - 15 grains)|1.6|07/24/2019
Trees|1|LOW (0 - 45 grains)|0.3|07/24/2019
Weeds|2|LOW (0 - 30 grains)|0.6|07/24/2019
Grasses|13|LOW (0 - 15 grains)|4.2|07/25/2019
Trees|1|LOW (0 - 45 grains)|0.3|07/25/2019
Weeds|6|LOW (0 - 30 grains)|1.9|07/25/2019
Grasses|19|MODERATE (16 - 60 grains)|6.1|07/26/2019
Trees|1|LOW (0 - 45 grains)|0.3|07/26/2019
Weeds|12|LOW (0 - 30 grains)|3.8|07/26/2019
Grasses|46|MODERATE (16 - 60 grains)|14.7|07/29/2019
Trees|7|LOW (0 - 45 grains)|2.2|07/29/2019
Weeds|30|LOW (0 - 30 grains)|9.6|07/29/2019
Grasses|20|MODERATE (16 - 60 grains)|6.4|07/30/2019
Trees|2|LOW (0 - 45 grains)|0.6|07/30/2019
Weeds|11|LOW (0 - 30 grains)|3.5|07/30/2019
Grasses|20|MODERATE (16 - 60 grains)|6.4|07/31/2019
Trees|8|LOW (0 - 45 grains)|2.6|07/31/2019
Weeds|10|LOW (0 - 30 grains)|3.2|07/31/2019
Grasses|17|MODERATE (16 - 60 grains)|5.4|08/01/2019
Trees|3|LOW (0 - 45 grains)|1.0|08/01/2019
Weeds|4|LOW (0 - 30 grains)|1.3|08/01/2019
Grasses|12|LOW (0 - 15 grains)|3.8|08/02/2019
Trees|4|LOW (0 - 45 grains)|1.3|08/02/2019
Weeds|14|LOW (0 - 30 grains)|4.5|08/02/2019
Grasses|8|LOW (0 - 15 grains)|2.6|08/05/2019
Trees|4|LOW (0 - 45 grains)|1.3|08/05/2019
Weeds|18|LOW (0 - 30 grains)|5.8|08/05/2019
Grasses|4|LOW (0 - 15 grains)|1.3|08/06/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/06/2019
Weeds|8|LOW (0 - 30 grains)|2.6|08/06/2019
Grasses|14|LOW (0 - 15 grains)|4.5|08/07/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/07/2019
Weeds|2|LOW (0 - 30 grains)|0.6|08/07/2019
Grasses|10|LOW (0 - 15 grains)|3.2|08/08/2019
Trees|4|LOW (0 - 45 grains)|1.3|08/08/2019
Weeds|9|LOW (0 - 30 grains)|2.9|08/08/2019
Grasses|13|LOW (0 - 15 grains)|4.2|08/12/2019
Trees|5|LOW (0 - 45 grains)|1.6|08/12/2019
Weeds|2|LOW (0 - 30 grains)|0.6|08/12/2019
Grasses|13|LOW (0 - 15 grains)|4.2|08/13/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/13/2019
Weeds|10|LOW (0 - 30 grains)|3.2|08/13/2019
Grasses|21|MODERATE (16 - 60 grains)|6.7|08/14/2019
Trees|0|LOW (0 - 45 grains)|0.0|08/14/2019
Weeds|7|LOW (0 - 30 grains)|2.2|08/14/2019
Grasses|9|LOW (0 - 15 grains)|2.9|08/15/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/15/2019
Weeds|11|LOW (0 - 30 grains)|3.5|08/15/2019
Grasses|20|MODERATE (16 - 60 grains)|6.4|08/16/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/16/2019
Weeds|5|LOW (0 - 30 grains)|1.6|08/16/2019
Grasses|10|LOW (0 - 15 grains)|3.2|08/19/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/19/2019
Weeds|5|LOW (0 - 30 grains)|1.6|08/19/2019
Grasses|34|MODERATE (16 - 60 grains)|10.9|08/20/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/20/2019
Weeds|20|LOW (0 - 30 grains)|6.4|08/20/2019
Grasses|26|MODERATE (16 - 60 grains)|8.3|08/21/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/21/2019
Weeds|19|LOW (0 - 30 grains)|6.1|08/21/2019
Grasses|27|MODERATE (16 - 60 grains)|8.7|08/22/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/22/2019
Weeds|37|MODERATE (31 - 120 grains)|11.9|08/22/2019
Grasses|7|LOW (0 - 15 grains)|2.2|08/23/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/23/2019
Weeds|12|LOW (0 - 30 grains)|3.8|08/23/2019
Grasses|11|LOW (0 - 15 grains)|3.5|08/27/2019
Trees|0|LOW (0 - 45 grains)|0.0|08/27/2019
Weeds|12|LOW (0 - 30 grains)|3.8|08/27/2019
Grasses|17|MODERATE (16 - 60 grains)|5.4|08/28/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/28/2019
Weeds|39|MODERATE (31 - 120 grains)|12.5|08/28/2019
Grasses|29|MODERATE (16 - 60 grains)|9.3|08/29/2019
Trees|1|LOW (0 - 45 grains)|0.3|08/29/2019
Weeds|118|MODERATE (31 - 120 grains)|37.8|08/29/2019
Grasses|25|MODERATE (16 - 60 grains)|8.0|08/30/2019
Trees|2|LOW (0 - 45 grains)|0.6|08/30/2019
Weeds|157|HIGH (121 - 1200 grains)|50.3|08/30/2019
Grasses|48|MODERATE (16 - 60 grains)|15.4|09/03/2019
Trees|323|HIGH (271 - 3000 grains)|103.5|09/03/2019
Weeds|11|LOW (0 - 30 grains)|3.5|09/03/2019
Grasses|26|MODERATE (16 - 60 grains)|8.3|09/04/2019
Trees|70|MODERATE (46 - 270 grains)|22.4|09/04/2019
Weeds|44|MODERATE (31 - 120 grains)|14.1|09/04/2019
Grasses|33|MODERATE (16 - 60 grains)|10.6|09/05/2019
Trees|33|LOW (0 - 45 grains)|10.6|09/05/2019
Weeds|23|LOW (0 - 30 grains)|7.4|09/05/2019
Grasses|24|MODERATE (16 - 60 grains)|7.7|09/06/2019
Trees|16|LOW (0 - 45 grains)|5.1|09/06/2019
Weeds|80|MODERATE (31 - 120 grains)|25.6|09/06/2019
Grasses|24|MODERATE (16 - 60 grains)|7.7|09/09/2019
Trees|2|LOW (0 - 45 grains)|0.6|09/09/2019
Weeds|58|MODERATE (31 - 120 grains)|18.6|09/09/2019
Grasses|16|MODERATE (16 - 60 grains)|5.1|09/10/2019
Trees|3|LOW (0 - 45 grains)|1.0|09/10/2019
Weeds|77|MODERATE (31 - 120 grains)|24.7|09/10/2019
Grasses|3|LOW (0 - 15 grains)|1.0|09/11/2019
Trees|1|LOW (0 - 45 grains)|0.3|09/11/2019
Weeds|33|MODERATE (31 - 120 grains)|10.6|09/11/2019
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/12/2019
Trees|9|LOW (0 - 45 grains)|2.9|09/12/2019
Weeds|110|MODERATE (31 - 120 grains)|35.3|09/12/2019
Grasses|16|MODERATE (16 - 60 grains)|5.1|09/13/2019
Trees|3|LOW (0 - 45 grains)|1.0|09/13/2019
Weeds|53|MODERATE (31 - 120 grains)|17.0|09/13/2019
Grasses|11|LOW (0 - 15 grains)|3.5|09/17/2019
Trees|2|LOW (0 - 45 grains)|0.6|09/17/2019
Weeds|36|MODERATE (31 - 120 grains)|11.5|09/17/2019
Grasses|26|MODERATE (16 - 60 grains)|8.3|09/18/2019
Trees|3|LOW (0 - 45 grains)|1.0|09/18/2019
Weeds|73|MODERATE (31 - 120 grains)|23.4|09/18/2019
Grasses|9|LOW (0 - 15 grains)|2.9|09/19/2019
Trees|4|LOW (0 - 45 grains)|1.3|09/19/2019
Weeds|56|MODERATE (31 - 120 grains)|17.9|09/19/2019
Grasses|8|LOW (0 - 15 grains)|2.6|09/20/2019
Trees|0|LOW (0 - 45 grains)|0.0|09/20/2019
Weeds|18|LOW (0 - 30 grains)|5.8|09/20/2019
Grasses|39|MODERATE (16 - 60 grains)|12.5|09/23/2019
Trees|2|LOW (0 - 45 grains)|0.6|09/23/2019
Weeds|49|MODERATE (31 - 120 grains)|15.7|09/23/2019
Grasses|31|MODERATE (16 - 60 grains)|9.9|09/24/2019
Trees|1|LOW (0 - 45 grains)|0.3|09/24/2019
Weeds|40|MODERATE (31 - 120 grains)|12.8|09/24/2019
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/25/2019
Trees|28|LOW (0 - 45 grains)|9.0|09/25/2019
Weeds|47|MODERATE (31 - 120 grains)|15.1|09/25/2019
Grasses|25|MODERATE (16 - 60 grains)|8.0|09/26/2019
Trees|30|LOW (0 - 45 grains)|9.6|09/26/2019
Weeds|76|MODERATE (31 - 120 grains)|24.4|09/26/2019
Grasses|12|LOW (0 - 15 grains)|3.8|09/27/2019
Trees|39|LOW (0 - 45 grains)|12.5|09/27/2019
Weeds|50|MODERATE (31 - 120 grains)|16.0|09/27/2019
Grasses|23|MODERATE (16 - 60 grains)|7.4|09/30/2019
Trees|18|LOW (0 - 45 grains)|5.8|09/30/2019
Weeds|53|MODERATE (31 - 120 grains)|17.0|09/30/2019
Grasses|13|LOW (0 - 15 grains)|4.2|10/01/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/01/2019
Weeds|107|MODERATE (31 - 120 grains)|34.3|10/01/2019
Grasses|28|MODERATE (16 - 60 grains)|9.0|10/02/2019
Trees|0|LOW (0 - 45 grains)|0.0|10/02/2019
Weeds|119|MODERATE (31 - 120 grains)|38.1|10/02/2019
Grasses|8|LOW (0 - 15 grains)|2.6|10/03/2019
Trees|6|LOW (0 - 45 grains)|1.9|10/03/2019
Weeds|124|HIGH (121 - 1200 grains)|39.7|10/03/2019
Grasses|14|LOW (0 - 15 grains)|4.5|10/04/2019
Trees|18|LOW (0 - 45 grains)|5.8|10/04/2019
Weeds|180|HIGH (121 - 1200 grains)|57.7|10/04/2019
Grasses|3|LOW (0 - 15 grains)|1.0|10/07/2019
Trees|1|LOW (0 - 45 grains)|0.3|10/07/2019
Weeds|142|HIGH (121 - 1200 grains)|45.5|10/07/2019
Grasses|11|LOW (0 - 15 grains)|3.5|10/08/2019
Trees|3|LOW (0 - 45 grains)|1.0|10/08/2019
Weeds|98|MODERATE (31 - 120 grains)|31.4|10/08/2019
Grasses|0|LOW (0 - 15 grains)|0.0|10/09/2019
Trees|1|LOW (0 - 45 grains)|0.3|10/09/2019
Weeds|20|LOW (0 - 30 grains)|6.4|10/09/2019
Grasses|1|LOW (0 - 15 grains)|0.3|10/10/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/10/2019
Weeds|10|LOW (0 - 30 grains)|3.2|10/10/2019
Grasses|3|LOW (0 - 15 grains)|1.0|10/11/2019
Trees|1|LOW (0 - 45 grains)|0.3|10/11/2019
Weeds|7|LOW (0 - 30 grains)|2.2|10/11/2019
Grasses|0|LOW (0 - 15 grains)|0.0|10/14/2019
Trees|1|LOW (0 - 45 grains)|0.3|10/14/2019
Weeds|20|LOW (0 - 30 grains)|6.4|10/14/2019
Grasses|5|LOW (0 - 15 grains)|1.6|10/15/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/15/2019
Weeds|11|LOW (0 - 30 grains)|3.5|10/15/2019
Grasses|3|LOW (0 - 15 grains)|1.0|10/17/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/17/2019
Weeds|29|LOW (0 - 30 grains)|9.3|10/17/2019
Grasses|3|LOW (0 - 15 grains)|1.0|10/18/2019
Trees|1|LOW (0 - 45 grains)|0.3|10/18/2019
Weeds|17|LOW (0 - 30 grains)|5.4|10/18/2019
Grasses|4|LOW (0 - 15 grains)|1.3|10/21/2019
Trees|0|LOW (0 - 45 grains)|0.0|10/21/2019
Weeds|4|LOW (0 - 30 grains)|1.3|10/21/2019
Grasses|1|LOW (0 - 15 grains)|0.3|10/22/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/22/2019
Weeds|0|LOW (0 - 30 grains)|0.0|10/22/2019
Grasses|1|LOW (0 - 15 grains)|0.3|10/24/2019
Trees|0|LOW (0 - 45 grains)|0.0|10/24/2019
Weeds|14|LOW (0 - 30 grains)|4.5|10/24/2019
Grasses|2|LOW (0 - 15 grains)|0.6|10/25/2019
Trees|0|LOW (0 - 45 grains)|0.0|10/25/2019
Weeds|4|LOW (0 - 30 grains)|1.3|10/25/2019
Grasses|12|LOW (0 - 15 grains)|3.8|10/28/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/28/2019
Weeds|6|LOW (0 - 30 grains)|1.9|10/28/2019
Grasses|4|LOW (0 - 15 grains)|1.3|10/29/2019
Trees|3|LOW (0 - 45 grains)|1.0|10/29/2019
Weeds|9|LOW (0 - 30 grains)|2.9|10/29/2019
Grasses|12|LOW (0 - 15 grains)|3.8|10/31/2019
Trees|2|LOW (0 - 45 grains)|0.6|10/31/2019
Weeds|7|LOW (0 - 30 grains)|2.2|10/31/2019
Grasses|5|LOW (0 - 15 grains)|1.6|03/04/2020
Trees|34|LOW (0 - 45 grains)|10.9|03/04/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/04/2020
Grasses|0|LOW (0 - 15 grains)|0.0|03/05/2020
Trees|126|MODERATE (46 - 270 grains)|40.4|03/05/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/05/2020
Grasses|1|LOW (0 - 15 grains)|0.3|03/06/2020
Trees|84|MODERATE (46 - 270 grains)|26.9|03/06/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/06/2020
Grasses|3|LOW (0 - 15 grains)|1.0|03/09/2020
Trees|100|MODERATE (46 - 270 grains)|32.1|03/09/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/09/2020
Grasses|8|LOW (0 - 15 grains)|2.6|03/11/2020
Trees|158|MODERATE (46 - 270 grains)|50.6|03/11/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/11/2020
Grasses|1|LOW (0 - 15 grains)|0.3|03/12/2020
Trees|26|LOW (0 - 45 grains)|8.3|03/12/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/12/2020
Grasses|1|LOW (0 - 15 grains)|0.3|03/13/2020
Trees|409|HIGH (271 - 3000 grains)|131.1|03/13/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/13/2020
Grasses|12|LOW (0 - 15 grains)|3.8|03/16/2020
Trees|1512|HIGH (271 - 3000 grains)|484.6|03/16/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/16/2020
Grasses|31|MODERATE (16 - 60 grains)|9.9|03/17/2020
Trees|755|HIGH (271 - 3000 grains)|242.0|03/17/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/17/2020
Grasses|6|LOW (0 - 15 grains)|1.9|03/18/2020
Trees|324|HIGH (271 - 3000 grains)|103.8|03/18/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/18/2020
Grasses|18|MODERATE (16 - 60 grains)|5.8|03/19/2020
Trees|1428|HIGH (271 - 3000 grains)|457.7|03/19/2020
Weeds|1|LOW (0 - 30 grains)|0.3|03/19/2020
Grasses|24|MODERATE (16 - 60 grains)|7.7|03/20/2020
Trees|2421|HIGH (271 - 3000 grains)|776.0|03/20/2020
Weeds|12|LOW (0 - 30 grains)|3.8|03/20/2020
Grasses|30|MODERATE (16 - 60 grains)|9.6|03/23/2020
Trees|3432|VERY HIGH (3001 - 999999 grains)|1100.0|03/23/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/23/2020
Grasses|0|LOW (0 - 15 grains)|0.0|03/24/2020
Trees|24|LOW (0 - 45 grains)|7.7|03/24/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/24/2020
Grasses|2|LOW (0 - 15 grains)|0.6|03/25/2020
Trees|197|MODERATE (46 - 270 grains)|63.1|03/25/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/25/2020
Grasses|3|LOW (0 - 15 grains)|1.0|03/26/2020
Trees|743|HIGH (271 - 3000 grains)|238.1|03/26/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/26/2020
Grasses|2|LOW (0 - 15 grains)|0.6|03/27/2020
Trees|917|HIGH (271 - 3000 grains)|293.9|03/27/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/27/2020
Grasses|0|LOW (0 - 15 grains)|0.0|03/30/2020
Trees|9561|VERY HIGH (3001 - 999999 grains)|3064.4|03/30/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/30/2020
Grasses|0|LOW (0 - 15 grains)|0.0|03/31/2020
Trees|7260|VERY HIGH (3001 - 999999 grains)|2326.9|03/31/2020
Weeds|0|LOW (0 - 30 grains)|0.0|03/31/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/01/2020
Trees|1479|HIGH (271 - 3000 grains)|474.0|04/01/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/01/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/02/2020
Trees|1522|HIGH (271 - 3000 grains)|487.8|04/02/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/02/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/03/2020
Trees|0|LOW (0 - 45 grains)|0.0|04/03/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/03/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/06/2020
Trees|1064|HIGH (271 - 3000 grains)|341.0|04/06/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/06/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/07/2020
Trees|1728|HIGH (271 - 3000 grains)|553.8|04/07/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/07/2020
Grasses|18|MODERATE (16 - 60 grains)|5.8|04/08/2020
Trees|1719|HIGH (271 - 3000 grains)|551.0|04/08/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/08/2020
Grasses|0|LOW (0 - 15 grains)|0.0|04/09/2020
Trees|3883|VERY HIGH (3001 - 999999 grains)|1244.6|04/09/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/09/2020
Grasses|15|LOW (0 - 15 grains)|4.8|04/14/2020
Trees|954|HIGH (271 - 3000 grains)|305.8|04/14/2020
Weeds|0|LOW (0 - 30 grains)|0.0|04/14/2020
Grasses|3|LOW (0 - 15 grains)|1.0|04/15/2020
Trees|1188|HIGH (271 - 3000 grains)|380.8|04/15/2020
Weeds|6|LOW (0 - 30 grains)|1.9|04/15/2020
Grasses|12|LOW (0 - 15 grains)|3.8|04/16/2020
Trees|1140|HIGH (271 - 3000 grains)|365.4|04/16/2020
Weeds|6|LOW (0 - 30 grains)|1.9|04/16/2020
Grasses|21|MODERATE (16 - 60 grains)|6.7|04/17/2020
Trees|303|HIGH (271 - 3000 grains)|97.1|04/17/2020
Weeds|6|LOW (0 - 30 grains)|1.9|04/17/2020
Grasses|48|MODERATE (16 - 60 grains)|15.4|04/22/2020
Trees|799|HIGH (271 - 3000 grains)|256.1|04/22/2020
Weeds|13|LOW (0 - 30 grains)|4.2|04/22/2020
Grasses|12|LOW (0 - 15 grains)|3.8|04/23/2020
Trees|130|MODERATE (46 - 270 grains)|41.7|04/23/2020
Weeds|6|LOW (0 - 30 grains)|1.9|04/23/2020
Grasses|11|LOW (0 - 15 grains)|3.5|04/24/2020
Trees|80|MODERATE (46 - 270 grains)|25.6|04/24/2020
Weeds|4|LOW (0 - 30 grains)|1.3|04/24/2020
